"","OTU","Burned","Sum"
"1","3057ba8d40e6bc5b62e243186e839cdb","Y",0.041911079633835
"2","34e7cc83f26a4779b779e5d2fdce74aa","Y",0.0375324508407601
"3","5e707eaaff6a5dec19ed4a9871ea409b","N",0.0346628641048396
"4","c4f1e93aef6e4939f715a038f15a0b12","Y",0.0298433043250054
"5","ea6dc2f7bfadc25e243066852ef90c18","N",0.0288199200334963
"6","6f91b659b048d8b4177d231b5884484b","Y",0.0250845468276506
"7","ea6dc2f7bfadc25e243066852ef90c18","Y",0.0216055822221907
"8","e4e6684aa38719a2bcbe3a6044247d16","Y",0.0215199689802249
"9","e909a50ddb300608fbc3696466020295","N",0.0197482638888889
"10","df51460e98af5d73f6b9a586d2d844ce","Y",0.0191934858472276
"11","34e7cc83f26a4779b779e5d2fdce74aa","N",0.0190464536093025
"12","37423101f405143fb2a74f972018204e","N",0.017548596112311
"13","3057ba8d40e6bc5b62e243186e839cdb","N",0.017200786740711
"14","d72b98e1af16e7aeabf5a661f342e6d7","N",0.0146896008803797
"15","a84f2f2eddd0ecdded4ffc05804e496d","Y",0.0142619850301094
"16","c4f1e93aef6e4939f715a038f15a0b12","N",0.0137350806665693
"17","a65ca56609477144ffb5f6c57c8a4e18","Y",0.0131922810417411
"18","097f922f4bc86d745e341acca560c1a6","Y",0.0130589728568639
"19","e58f9a27477bde4f05ff713e2304bf8e","N",0.0130208333333333
"20","7b2e2b8ebdd61d082a719dbd5515c296","Y",0.0119230114120252
"21","e9cf4c796ccb594a6655340392dcc192","Y",0.0118972481661837
"22","791d126aea5c34cef1332fcc9358a30f","N",0.00890652425774821
"23","1dab8b2459b1de8d2fb1e2dfb250807f","Y",0.00848613434146924
"24","f934458f326be03ff2d9b03da8e8d60c","Y",0.00837460386316259
"25","3e66734b3e29a4f04efaadab878f7c98","N",0.0082301724856534
"26","c9b9d945aad4746d7773cbb5ff404e39","Y",0.00747519320963094
"27","b0fedb0962ac246e61fd87aea6536f3f","Y",0.00565127876065178
"28","a71baaa2b76832a610661464c9ac0b5b","Y",0.00538898834455326
"29","05c220d1efd4b74322c4b9a5786135ff","Y",0.00497656315897288
"30","41ff07f835d17ee7954d2e50bf1a593b","Y",0.00438701607144748
"31","4a62af47498a4c64d83e723af92de8f1","Y",0.00437407367241442
"32","6d35000164cd1e7dfb50a627c7dbadb0","Y",0.00394500081181467
"33","e9cf4c796ccb594a6655340392dcc192","N",0.00376395465855473
"34","5734fa0207aadff0576e07996ce70afa","N",0.00367711635527677
"35","6f5823993382469f2ce77a70c0cde613","Y",0.00366525602536743
"36","00468cbc1c8320111dee6482f34e0269","Y",0.00365319926212609
"37","a84f2f2eddd0ecdded4ffc05804e496d","N",0.00346840242212836
"38","8382ed779b38e11cf04d3933f6515ca0","Y",0.00316074590742518
"39","6ac9f1393cf000abc9acfbed398b2834","Y",0.00315352460780839
"40","b2fb276769ac6e215034ac251b6f209d","Y",0.00313475844274846
"41","d7b3bc7211008c0fb492d4f40fd36700","Y",0.00313475844274846
"42","2f77d0a61f864da30db96c907264b145","Y",0.00306445768215194
"43","a71baaa2b76832a610661464c9ac0b5b","N",0.00295531481089126
"44","124989fa663cf1c31952c7f87061e6a2","Y",0.00248666052342036
"45","3c35f087b82d3728737f4f8a725e3ff2","Y",0.00233545641267382
"46","1b20460374210e372ae6ad7c437714b5","Y",0.00216083832243112
"47","a3f1431e353b1da6d9b1d5d3b06b4fed","Y",0.00214671835772263
"48","bd5e601b0895b0fc0956228126c979d5","Y",0.00193582702266726
"49","8200c6d3f44a214ed9754dc97bc47318","Y",0.00192481360125868
"50","1f0b76d0e0995b6ebd42c6b30ff9af97","Y",0.00192173228622686
"51","f3edd2ac8d805b69b3bf626b5db1a167","Y",0.00172331518984198
"52","c42f0f1bbe05f561680096dd13582968","N",0.00165563167462748
"53","99269ed196578610480afd8dee643091","N",0.00163699130356438
"54","776c0a413f12ae295e5f5aee1d2aa76e","Y",0.00159089999949237
"55","6f91b659b048d8b4177d231b5884484b","N",0.00155755062039516
"56","0f8e6af50bef8892d669699bd80eabd6","Y",0.00151875467832912
"57","9eefd808483be0a92d9be58f4f37ee03","Y",0.00143437128266008
"58","9aee98affa5398b54110273387c636dd","Y",0.00135746285294357
"59","1dab8b2459b1de8d2fb1e2dfb250807f","N",0.00134055038445973
"60","7f81fa7aeba9f5797ed9d2d3a32a51bf","Y",0.00133789625619885
"61","dcdd80b810447e64b8bf1c2dd03e0d9f","Y",0.00130171899296465
"62","3e604483c76599f4dce45feec2da18f8","N",0.00123071389880771
"63","6ce87e1674b3c330263e674c1df882d2","Y",0.001058184594919
"64","3b166f65be22d6054ec7b834f6db1c91","Y",0.00103661664536876
"65","df5414d2873186580276797f12c125e1","Y",0.00103655388377722
"66","5e707eaaff6a5dec19ed4a9871ea409b","Y",0.00100484771125565
"67","f121addf5f51daeed32a4cbe9f830207","Y",0.000939795524970303
"68","c17d9b1a00726337f3eb348e308cae79","Y",0.000903802848515247
"69","b0fedb0962ac246e61fd87aea6536f3f","N",0.000826740788254579
"70","3e66734b3e29a4f04efaadab878f7c98","Y",0.000759576084204435
"71","d9380333bbf5f962280c6d419ba1a04f","Y",0.000735274272947136
"72","f788f060ae27d205bf56bf998549a271","Y",0.000723196589175283
"73","b8493108989308651a3a6cee49ece16d","Y",0.000699110956733286
"74","d72b98e1af16e7aeabf5a661f342e6d7","Y",0.00039156311997494
"75","00468cbc1c8320111dee6482f34e0269","N",0
"76","05c220d1efd4b74322c4b9a5786135ff","N",0
"77","097f922f4bc86d745e341acca560c1a6","N",0
"78","0f8e6af50bef8892d669699bd80eabd6","N",0
"79","124989fa663cf1c31952c7f87061e6a2","N",0
"80","1b20460374210e372ae6ad7c437714b5","N",0
"81","1f0b76d0e0995b6ebd42c6b30ff9af97","N",0
"82","2f77d0a61f864da30db96c907264b145","N",0
"83","37423101f405143fb2a74f972018204e","Y",0
"84","3b166f65be22d6054ec7b834f6db1c91","N",0
"85","3c35f087b82d3728737f4f8a725e3ff2","N",0
"86","3e604483c76599f4dce45feec2da18f8","Y",0
"87","41ff07f835d17ee7954d2e50bf1a593b","N",0
"88","4a62af47498a4c64d83e723af92de8f1","N",0
"89","5734fa0207aadff0576e07996ce70afa","Y",0
"90","6ac9f1393cf000abc9acfbed398b2834","N",0
"91","6ce87e1674b3c330263e674c1df882d2","N",0
"92","6d35000164cd1e7dfb50a627c7dbadb0","N",0
"93","6f5823993382469f2ce77a70c0cde613","N",0
"94","776c0a413f12ae295e5f5aee1d2aa76e","N",0
"95","791d126aea5c34cef1332fcc9358a30f","Y",0
"96","7b2e2b8ebdd61d082a719dbd5515c296","N",0
"97","7f81fa7aeba9f5797ed9d2d3a32a51bf","N",0
"98","8200c6d3f44a214ed9754dc97bc47318","N",0
"99","8382ed779b38e11cf04d3933f6515ca0","N",0
"100","99269ed196578610480afd8dee643091","Y",0
"101","9aee98affa5398b54110273387c636dd","N",0
"102","9eefd808483be0a92d9be58f4f37ee03","N",0
"103","a3f1431e353b1da6d9b1d5d3b06b4fed","N",0
"104","a65ca56609477144ffb5f6c57c8a4e18","N",0
"105","b2fb276769ac6e215034ac251b6f209d","N",0
"106","b8493108989308651a3a6cee49ece16d","N",0
"107","bd5e601b0895b0fc0956228126c979d5","N",0
"108","c17d9b1a00726337f3eb348e308cae79","N",0
"109","c42f0f1bbe05f561680096dd13582968","Y",0
"110","c9b9d945aad4746d7773cbb5ff404e39","N",0
"111","d7b3bc7211008c0fb492d4f40fd36700","N",0
"112","d9380333bbf5f962280c6d419ba1a04f","N",0
"113","dcdd80b810447e64b8bf1c2dd03e0d9f","N",0
"114","df51460e98af5d73f6b9a586d2d844ce","N",0
"115","df5414d2873186580276797f12c125e1","N",0
"116","e4e6684aa38719a2bcbe3a6044247d16","N",0
"117","e58f9a27477bde4f05ff713e2304bf8e","Y",0
"118","e909a50ddb300608fbc3696466020295","Y",0
"119","f121addf5f51daeed32a4cbe9f830207","N",0
"120","f3edd2ac8d805b69b3bf626b5db1a167","N",0
"121","f788f060ae27d205bf56bf998549a271","N",0
"122","f934458f326be03ff2d9b03da8e8d60c","N",0
